row_id,text,label,original_label,label_changed,notes,source_url,reviewed,source_type
16,"X-Y problem time, I think. How do you know it's a rat? Your comment on the question says that it looked "" chewed and not cut with a tool "". This is precisely what wear looks like, and this is backed up by you saying it's happening in the same place each time, and it's always the same pipe and never anything else. A lack of dead rats in traps makes this virtually certain. Most likely, something is rubbing on your fuel line. Not all the time, but often enough to do damage over time. Check for anything which could rattle in the direction of the fuel line. Pull on every wire, cable, pipe and mounting to see what could potentially reach the fuel line. As an alternative, this could be due to how the fuel line is run. If the fuel line has to run round a tight bend, and especially if a fixed (metal) pipe points in one direction and the flexible pipe then has to do a sharp right-angle turn to the next place, this is setting up for the pipe to fatigue on the bend. Usually manufacturers design this out, but it's still possible if you get a sloppy Friday-afternoon-production specimen. I wouldn't expect this to happen as quickly as you describe, but it's definitely worth considering, especially if the point of damage is within an inch or so of a pipe mounting.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/72814,AI-reviewed; user confirmation required,answer
17,"You haven't wrecked the car but you should get the oil down to the appropriate level. If the oil isn't hot, almost any sort of plastic tubing can be used for siphoning. It's easiest to go in via the dip stick. Remember not to use the ""suck start"" siphoning method as you don't want a mouthful of oil. If you have a long enough piece of tubing, you can stick the excess down the dipstick tube, put your thumb over the end, pull out the slack (that is now full of oil) and you'll have an immediate siphon. Also remember to siphon the oil back into the original container - you might as well keep it until you do need it. My vote is that you take care of it yourself - I hate letting other people know that I made a goof, especially if I can fix it myself.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/1126,AI-reviewed; user confirmation required,answer
18,"Honestly, it would be best to put on a spare. Chances are you could make it to the shop with no problem, but there's an increased risk. The tire could rip and rapidly deflate, or it could leak fast at an moment and leave you with less control than normal. Usually you would just pull over with no danger, but now what? Change your tire in the middle of the road? If you have no spare, drive on the least busy streets as possible, and go a reasonable speed and be ready to pull over any second. Keep your distance and plenty of braking room, etc. If you have a spare, another bonus is that you don't have to wait at the shop to get your tire fixed. You can drop off the wheel and have them fix it while you shop nearby or something. I normally take a tire off to have it fixed even if its just a nuisance pinhole because it's easier for me to drop it off and pick it up hours later or even the next day.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/50817,AI-reviewed; user confirmation required,answer
19,"What you are failing to realize is the non-drive axle provides stability. Yes, the two tires with power going to the ground needs traction to motivate the vehicle down the road, however, you still need to be able to control the vehicle. Regardless of whether your drive axle is up front or in the rear, the opposite axle provides the means to keep the vehicle on the road. Front Wheel Drive - Without traction on the rear end, it will tend to slip out from under the vehicle as you go around corners, causing you to spin out. Rear Wheel Drive - Without traction in the front end, you'll not have the same steering ability. Your car will tend to keep driving straight as you are trying to turn. In either case, if you need traction to go, you also need the traction to stop. Not having the traction on both axles severely limits your ability to get a moving vehicle slowed and stopped. If you need snow tires on one end of your vehicle, you need them on the other. EDIT: Special thanks to Kitsunemimi and Bob Cross for finding this video which directly talks to what I've said.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/63701,AI-reviewed; user confirmation required,answer
20,"Not at all, in fact there are many occasions when you would want the tires at an angle to the body of the car. Any time you're parked on a hill it is prudent to angle the wheels of the car so that if the parking brake failed to hold the car would run into the curb. If the wheels were aligned with the body when parked on a hill the car would be free to roll down the hill until it collided with something. That could be bad… One more thing: if there is an increased load due to the wheels being turned, it is likely to be far less than the load imposed when the wheels are turned in normal driving (as then the car is turning and moving with forces imposed both by bumps and the act of turning). So even if the driver informing your uncle is correct about the load, it is unlikely to have a significant impact on the life of the vehicle – not to mention needing to balance that impact against the impact of turning the wheels while the car is stationary.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/35989,AI-reviewed; user confirmation required,answer
21,"The first thing I'd establish is to work out if the hub can be removed from the car with the wheel still attached. I encountered a similar scenario some years ago working on a car with locking wheel lugs and no key. I was able to remove the hub cap, dust cover and large castle bolt which allowed me to put the wheel and hub assembly on the bench. Doing this may also mean you can drill the wheels stud out from the back which may be easier. Failing that, I'd order a ""locking wheel nut removal kit"" which is essentially a selection of sockets with a reverse thread in them so as you turn it in the direction required to unscrew the lug nut, it tightens itself onto the nut until it binds at which point the nut begins to unscrew. Another option to try is finding a sacrificial deep or semi-deep socket that is an interference fit for the nut then welding through the centre of the socket onto the lug nut. You can then turn it off normally. It may be worth calling your local auto shop. Yes, you can't drive it to them but some may be happy to come to you with a selection of tools or recover it to their shop on a tow truck or trailer. Good luck, it's an awful pickle to be in.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/57464,AI-reviewed; user confirmation required,answer
22,"It signifies that the car is running absolutely correct. Here is the reason why: A gasoline (petrol) molecule is made up as such: C 8 H 18 (or 8 Carbon atoms and 18 Hydrogen atoms) Energy is obtained from the combustion of it by the conversion of a hydrocarbon to carbon dioxide and water. The combustion of octane follows this reaction: 2 C 8 H 18 + 25 O 2 → 16 CO 2 + 18 H 2 O Or better said, you have two of the hydrocarbon molecules along with 25 oxygen molecules, they swirl together into a mix, the spark plug ignites them, boom, and out the tail pipe comes 16 carbon dioxide molecules and 18 water molecules ... at least in a perfect world. Some cars don't put out exactly that ratio. There may be a little bit of carbon monoxide (CO), unburnt hydrocarbons (C 8 H 18 ), and/or nitrogen oxide (NO 2 ) coming out of the engine exhaust port along with the CO 2 and H 2 O. In this case, the catalytic convertor's job is to help clean these up so you can get closer to the perfect ratio described above. As described, the water coming out of the tail pipe is a natural occurrence of the combustion process. You will usually see it coming out of the tail pipe when the engine and exhaust system of the vehicle is not completely warmed up. When it does become completely warmed up, you won't see it any more, because it comes out as steam (well, you'll see it in the winter time if it's cold enough, but you get the idea).",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/11316,AI-reviewed; user confirmation required,answer
23,"Safety, comfort, noise and space are the things that come to mind. Safety Exhaust gasses are hot as hell. Hot enough that we put heat shields all over the exhaust line. In engines, we are actively trying to remove heat. Adding more from the exhaust goes completely against that and would increase overheating. Also, would you want a hot exhaust pipe near your door, nicely exposed for you to brush a leg against when getting out? I don't. Comfort If the exhaust came out the front or the side, you would be far more likely to breathe in your own exhaust, either through an open window or the ventilation system. No thanks. Noise We need to put a muffler somewhere. The space near the engine is already being used pretty heavily. So you would either have to design something smaller or live without one. Since there are laws some places regarding having a muffler and creating excess noise, car manufacturers are going to put them on there so they can sell cars. Space As alluded to above, there are large components (muffler, catalytic converter) that need to go somewhere. And they don't fit up by the engine.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/31800,AI-reviewed; user confirmation required,answer
24,"The main advantage to a lower flywheel mass on race cars is that the reduced mass allows the engine to rev more freely. The overall weight loss to the car is really not the key thing, it's letting the engine vary RPM really quickly. Being able to change RPM quickly can mean faster shifts, getting to a power band more quickly, etc, etc. It also makes the car much more twitchy to drive since it doesn't like low RPM very much. At low RPM the lower mass of the flywheel means you need to use the throttle to keep the RPM above where the flywheel isn't going to carry things around as well. For a race car that's not a big deal. For the family driver with the manual transmission, it's a big problem.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/28566,AI-reviewed; user confirmation required,answer
25,"Just as it is common for people to hang plastic owls in trees to scare off birds, you must scare away the cats with a natural fear. As a popular YouTube video illustrates, cats have a very real fear of Cucumbers. Now I'm not suggesting that Cucumbers are a natural enemy of cats, or that you place cucumbers all over your car. Extrapolating the color and shape of the cucumber to a real animal seems to point to a snake. Rubber snakes are cheap and easy to keep in your car. Placing rubber snakes on the hood and trunk of your car should scare away cats. They can't see the snake from the ground, so they don't have time to decide it is fake. As soon as they jump and see it, they will quickly run away.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/28506,AI-reviewed; user confirmation required,answer
26,"Nope. That pretty much sounds like a dead battery. It sounds as though one of the cells has a short in it, which is causing your rapid voltage decrease. There's no way to fix this other than battery replacement. Since it does run at 14.5vdc during engine operation, that means the alternator is doing its thing and attempting to charge the battery.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/87848,AI-reviewed; user confirmation required,answer
27,"Rule(s) of thumb: Drive the car once a week, long enough to get the engine to normal operating temperature. Change the oil every 3,000 miles, or since you are not driving much, every 3 months. If your car stays stationary for very long times you need to be concerned about dry rot or the rubber on the tires, but if you follow #1, you won't need to worry about this. About once a month drive the car for an extended time (>30 minutes), there can be water accumulation on sensors and exhaust as well as rust on brake rotors. You want to heat up the entire car including engine & exhaust system to evaporate any condensation to prevent rust buildup and clean the brake rotors to maintain the ability to stop. If the gas in the tank will be there for more than a month you need to put a gas stabilizer in the tank (à la STA-BIL) so that the gas does not degrade.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/27,AI-reviewed; user confirmation required,answer
28,In an automatic transmission there is a ring with teeth on the output shaft of the transmission. When the transmission is shifted into park a lever called the parking pawl is lowered against the ring. If the parking pawl did not land squarely into an opening in the ring the car will roll slightly and there will be a usually an audible click. The parking pawl now holds the output shaft from turning. Without the engine running an automatic transmission is effectively in neutral in any gear except park. Theoretically with park engaged also applying the parking brake is not necessary unless the car is on a big hill because the parking pawl has more than enough strength to hold the car from rolling. It is a good idea to exercise the parking brake on a car with an automatic so the system does not freeze up. PS. In a manual it is suggested to place the car in first gear or reverse then engage the parking brake and for good measure curb the wheels. In the event that the parking brake fails (more common than the parking paw) the engine with the sub one gear ratio will hold the car. The good measure of curbing the wheels will roll the car into the curb in the case that the engine can't hold the car from rolling.,diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/25631,AI-reviewed; user confirmation required,answer
29,Put catnip on the hood of a neighboring car...,actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/28508,AI-reviewed; user confirmation required,answer
30,"It is a turbo timer . The theory is that an engine with hot turbocharger shouldn't be immediately turned off. The turbocharger may be damaged because there will be no oil flow. The timer ensures that the turbocharger has managed to cool down enough by idling. Now, do you actually need the turbo timer? Probably not. The turbocharger is hot only after hard driving. Usually, the last few hundred meters of your driving are near a parking area with low speed limits, meaning there is already enough time for the turbo to cool down. If you drive hard and turn the engine immediately off, on the other hand, you may benefit from the turbo timer.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/54714,AI-reviewed; user confirmation required,answer
31,"You are right to be skeptical, the 'softer metals in european rotors' is complete horsedung. A bit of rust is completely normal, the rest of your criteria for replacing rotors is right on the money, if the dealership is trying to pull that line on you then they are either incompetent or trying to run up your bill.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/83692,AI-reviewed; user confirmation required,answer
32,"Because of how it reacts in a collision. Auto glass is designed to shatter into small bits that are fairly dull, as opposed to large, sharp daggers. In the US, your car must be outfitted with glazing material that meets certain specs, and material type is not specified. If anyone could get plexiglass to satisfy those specs, I am sure it would be lower cost and popular. So I assume plexiglass cant meet the specs. Also, might have to do with the gasses released if it is melted. Aside from that, over time plastic fogs from UV. Most headlights these days are plastic. One of the first things some enthusiasts do is replace them with glass. When you look at cars barely 10 years old with fogged and pitted headlights, that is exactly what plexiglass would look like it it was used on the windows.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/30303,AI-reviewed; user confirmation required,answer
33,"Nope, not normal You do not leave a foreign object in a tire under any circumstances. The object can dislodge itself during higher speeds and lead to deflation creating a very high risk event. If they plugged the tire there will be a rubber plug with vulcanizing glue but not a nail or other related object. Validate that it's not a rubber plug, if it's not, go back to the shop. This is not normal in my experience and IMO very dangerous.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/32022,AI-reviewed; user confirmation required,answer
34,"The symptoms all point to a faulty battery, and an incorrect test result for the Autozone battery test. Starting with this: Hitting brakes: Brake lights come on and interior lights dim: a good battery should have no problem driving both the brake lights and interior lights without dimming. The same goes for many of the other tests you've done. If switching on a component that draws 10 A causes dimming, your battery is never going to be able to supply several hundred A to the starter motor. Edit : Try testing the battery voltage under load. Switch on the headlights and measure the voltage. If it's still 12.7V on the battery terminals, one of the battery leads may be broken or corroded. If there's a big voltage drop, the battery is faulty.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/58103,AI-reviewed; user confirmation required,answer
35,"Yes, this may be bad. The oil is not yet at the operating temperature, and the same is true for engine parts as well. I wouldn't redline a cold engine with cold oil. Your intention to clear carbon deposits is justified. But why don't you do this during a drive? That way, the engine and oil have had a chance to heat up to operating temperature. By the way, are you sure the 6K RPM is the redline for your engine? Sounds a bit high for a diesel.",diagnostic_explanation,clarification_request,yes,AI review changed the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/60028,AI-reviewed; user confirmation required,answer
36,"If you can open the door, do it Then unbuckle, and bail out. If your car has sunroof and it works, open it and exit from it Your car electrics need to be functioning for this to work though. On some cars like VW's you can pop off an inner roof panel to reveal a hand crank to open the sunroof. Detach the headrest, use it to shatter the window glass¹ If you can't roll down the windows Take headrest off the back of the seat Push one of the pegs from the headrest attachment in between the window and door card, just where the seal is. Jam it down in there a few inches Pull the headrest towards you to shatter the glass Clear away shattered glass remnants and exit from window Here is a video demonstrating how to shatter the glass. This is one very good reason for manufacturers to keep car seat headrests detachable. The key here is to wedge the peg into the gap between the door card and the window and use a lever action to shatter the glass. Hitting it isn't as reliable. Hope this helps someone. Maybe even save a life.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/28189,AI-reviewed; user confirmation required,answer
37,"There are regional taxation and tariff issues associated with displacement Manufacturers will intentionally keep their displacement just under a limit that may increase their local/regional taxation as well import/export tariff regulations in accordance with trade agreements, etc. It's easy enough to make an engine exactly 3 Liters. Math is exact if you want it to be. Manufacturers will intentionally 'fudge' the numbers and round up for advertisement/marketing. 2 CC is a nominal fudge and a barely measurable performance increase and IMO not a misrepresentation.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/38815,AI-reviewed; user confirmation required,answer
38,"I wouldn't touch the odometer. The rule I always subscribe to is that the odometer measures how far the chassis has rolled. Otherwise a person could go mad trying to figure out which repairs/replacements should reset the clock. (Obviously not tires or wheels, but wheel bearings? Axles/driveshaft? Transmission/differential? etc...) It also makes sense when you think about the disconnect between the number of hours an engine has run vs. the distance it's traveled. Work trucks, limousines and police cars all can spend a significant amount of their life just idling, and that's not reflected in an odometer reading because the chassis never went anywhere in that time.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/72307,AI-reviewed; user confirmation required,answer
39,"(1) Fuses are cheap. Really cheap. You can get a variety pack of 100 for $8 or so. Circuit breakers for 12V systems are available, but are not cheap (more like $10 each). My car has 40 or 50 circuits, so that is a large chunk of change. (2) Fuses are small and can be put into tight spaces, much smaller than you can get your fingers into. Look at your main fuse box and consider just how large it would get with breakers, even the push-button ones. (3) Breakers are great for circuits you want to turn off, or quickly turn back on. But neither of those really comes into play on a car - 12V won't kill you, unlike your house wiring. (4) Mostly your car just runs. In 45 years of driving I've never replaced a fuse. (5) Circuit breakers have mechanical parts that need to move when needed, and not move when not needed. Cars experience shock and vibration through their lifetime, making the simple fuse a more reliable way to protect a circuit. (6) from @Criggie, particularly in the engine bay there is oil, dust, water, etc. Fuses don't notice, many breakers will not like that. You can get marine grade breakers that are sealed, but that adds cost.",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/89897,AI-reviewed; user confirmation required,answer
40,"If you have one available, use a trickle-charger to bring the battery back up slowly, instead of jump-starting it. Check the tires. They are probably pretty low at this point. See if they are dry rotted (all cracked and ready to wear quickly). Check all of the fluids in the typical way. Note that it's okay if the oil shows a little low since it's not warm yet. Check the serpentine belt - like the tires, it is rubber and susceptible to dry rot. If there is room in the fuel tank, I'd go ahead and fill it up sooner rather than later to get some fresh fuel mixed in with the old. Keep a baseball bat handy for the pissed raccoon that just lost its house. Hmm, that's actually a good point - if you live out in the boonies, bang around on stuff to scare off the critters. It's a pain to clean animal parts off the engine fan. Start it up and see how it drives. Take it easy while it warms up. I'd drive it around for awhile and when it's nice and hot take it to the gas station as mentioned earlier. Then check your warm levels (engine oil and transmission oil) and check again for any leaks now that it's been running for awhile. I'd probably go ahead and change the engine oil and whatever else is due base on the usual time/mileage. All in all, nothing particularly different than what should be happening at any normal oil change, since you are talking about months and not years.",actionable_suggestion,actionable_suggestion,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/127,AI-reviewed; user confirmation required,answer
41,"In manual transmissions, the reverse gears use a different type of gear teeth than forward gears. Forward gears are helical gears, which have teeth that are pointed at an angle. When the gears rotate, most of the load is evenly spread due to the angles. Reverse gears are cut into spurs, which don't absorb the load quite so well. As a result, there is more of a whining noise. The reason reverse gears are spurs is because reverse requires an idler gear to prevent accidentally shifting into reverse while moving. This is what is known as the gears not being synchronized, and this is also why you cannot shift into reverse when you're moving. What you may find interesting is that my 1987 Ford F-150 4x4 makes this same sound when moving forward in low 1st gear. The 4 speed granny low first gear is also using this same technology as it's only designed for towing or going up or down really steep hills. For more information on transmission gears, check out Why does my manual transmission car make a loud whirring noise in reverse?",diagnostic_explanation,diagnostic_explanation,no,AI review retained the pre-label; user confirmation required,https://mechanics.stackexchange.com/a/478,AI-reviewed; user confirmation required,answer
